,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
122,meublee appartement ,81m,2850,Paris 4E,/  06 septembre 2019,"Appartement 3/4 pièces 31 rue des blancs Manteaux Paris 4e

Hôtel de Ville, en plein cœur du Marais, a 3 minutes du centre Georges Pompidou

Appartement 3/4 pièces meublé, tout confort d'une surface 81 m²

Refait entièrement à neuf par architecte.

Au 4e étage avec ascenseur d'un bel immeuble en pierre de taille.

Double orientation  clair et calme.

Beau double séjour lumineux  30 m²,

 2 chambres 16 et 10 m² équipée de leur dressings

Salle de bains

Wc indépendants
Cuisine entièrement équipée (four, lave-vaisselle, plaque de cuisson, micro-ondes, frigidaire). Climatiseur - lave-linge séchant.

Prestations de standing au cœur du Marais, plafond moulurée, parquet point de Hongrie, corniches, alliance du patrimoine du marais et de l'équipement contemporain.


Longue durée privilégiée, pas de location de courte durée. Ancien locataire resté 3 ans

Loyer : 2.720 €/mois + 130 € de charges.

Dépôt garantie 2 mois

Caution solidaire demandée
Loyer : 2850 € charges comprises"
123,meublee appartement ,27m,1440,Paris 9E,/  06 septembre 2019,"Appartement meublé 2 pièces 27 m².
Refait à neuf, 27 m², au 4ème étage avec ascenseur.

Séjour lumineux et cosy exposé Sud-Ouest, rangements, moulures.
Belle chambre avec grande armoire, lit 140cm, cheminée.
Cuisine ouverte, entièrement équipée (frigo/congélateur, lave-vaisselle, micro-ondes, plaques, hotte).
Salle d'eau avec douche, meuble vasque, wc, sèche-serviette, VMC, rangements et emplacement lave-linge.
Une cave complète l'appartement.

Situation rare : 51 rue Rodier Paris 9ème.
A 3 minutes de la rue des Martyrs.
Métro Anvers (ligne 2) à 300m, métro Cadet (ligne 7) à 600m.
Proche des quartiers Martyrs, Saint-Georges, Cadet, Grands Boulevards.

Disponible immédiatement.
Contact par email uniquement : Julien.

Loyer : 1400 euros
Provision sur charges : 40 euros
Dépôt de garantie : 2.000 euros."
124,meublee studio ,33m,1150,Paris 16E,/  06 septembre 2019,"Exelmans. Appartement. Calme, proche métro, nombreux commerces.

Grand studio entièrement refait à neuf meublé et de haut standing.
33 m² très fonctionnel, charme, très lumineux.

Entrée couloir, grande pièce avec très grand lit + grand canapé-lit.
Nombreux rangements.

Cuisine très haut de gamme, refaite à neuf par architecte, séparée de la pièce principale : tout équipé et encastré four, micro-ondes, lave-vaisselle, machine à laver etc.

Salle de bains très haut de gamme, refaite à neuf par architecte. Toilettes séparés.

Loyer : 1150 € /mois charges comprises (eau, chauffage, entretien immeuble).
1 personne idéalement, 2 personnes maximum (sous conditions).
APL pas possibles.
SMS de préférence."
125,meublee studio ,11m,600,Paris 16E,/  06 septembre 2019,"Studette meublée indépendante 11 m², Calme, literie 1 personne.

Proximité immédiate métro Exelmans lignes 9 et 10 Michel Ange Molitor. Bus, 62, 22 et PC.
1er étage. Immeuble standing, cadre agréable, 2 gardiens, digicode, interphone, ascenseur.
Coin kitchenette, réfrigérateur, micro-ondes, plaques vitrocéramiques, nombreux rangements, Porte blindée -  douches/wc privatifs sur palier.

Loyer charges incluses (électricité, eau, chauffage central).
Visite sur rendez-vous avec dossier complet. Caution parentale.
Merci d'envoyer courriel avec profil détaillé et la durée souhaitée de location."
126,appartement ,69m,2370,Paris 19E,/  06 septembre 2019,"Appartement 2/3 pièces en parfait état, au 6e et dernier étage avec ascenseur, dans bel immeuble bien entretenu avec gardien.
Très ensoleillé : exposition est/ouest avec vue totalement dégagée. Vue sur Sacré Coeur
Salle de bains avec baignoire, wc séparés, cuisine dinatoire.
Chauffage central et eau chaude courante sont compris dans les provisions sur charges.

Proche crèches, écoles, lycées (écoles publiques et privées : Lucien de Hirsch, Saint Georges...)
Proche commerces et piscine
Proche Parc des Buttes Chaumont.

Loyer : 2150 €/mois + Provision sur charges : 220 €/mois."
127,meublee appartement ,50m,1780,Paris 14E,/  06 septembre 2019,"A 1mn Parc Montsouris et Cité Universitaire. Quartier très agréable.

Appartement 2 pièces 50 m² meublé, clair et confortable, au 4ème étage. Très ensoleillé. Vue dégagée. Dans bel immeuble bien entretenu, calme, avec gardien, digicode, ascenseur.

L'appartement, entièrement rénové,  joliment décoré et meublé, comprend une entrée avec placards et grande penderie, une cuisine moderne tout équipée (lave-vaisselle, lave-linge, four, frigo/congélateur, micro-ondes, plaque, mange-debout et tabourets hauts), un double salon-salle à manger avec baies vitrées ouvrant sur la terrasse, 1 chambre avec un grand lit, commode, coin repos, une salle de bains (douche italienne) avec grande fenêtre et wc indépendant.
L'appartement s'ouvre sur un balcon-terrasse aménagé (table-chaises-salon).

Fourniture linge de maison, vaisselle, ustensiles cuisine, machine café, petit  électroménager…
Possibilité place parking en sus.

Transports : 50 m RER B (7mn Châtelet), gare bus 21, 67, Tramway, bornes Vélib et Autolib proches, accès Orly A6.
Loyer : 1.780 €/mois charges comprises (eau chaude et chauffage compris).
Pas de colocation. Garanties demandées. Location court et long terme. Libre de suite.
Dossier complet demandé."
128,studio ,28m,820,Paris 14E,/  06 septembre 2019,"Proche Gare Montparnasse.

Studio de 28 m², 5ème et dernier étage sans ascenseur, comprenant petite entrée avec wc séparés, cuisine fermée, pièce principale, salle d'eau.
Chauffage électrique.

Loyer : 880 €/mois charges comprises."
129,meublee appartement ,48m,2350,Paris 8E,/  06 septembre 2019,"Appartement très calme et lumineux à deux pas de la Place de l'Étoile et métro Charles de Gaulle Étoile, au 6ème étage (ascenseur jusqu'au 5ème) dans un immeuble en pierres de taille.
Cuisine entièrement équipée (plaques, four, lave-vaisselle et linge) et une salle de bains. Beaucoup de cachet. Idéal jeune couple.

Loyer : 2200 € + charges 150 €"
130,appartement ,57m,1670,Paris 15E,/  06 septembre 2019,"Paris 15 ème métro Commerce, location vide, appartement en parfait état, 58 m² environ, (dont séjour de 30 m²), grand balcon , donnant sur rue calme, très clair, orientée sud, dans immeuble années 70.

Prestations de qualité, 3 ème étage avec ascenseur, gardien,  parquet massif, cuisine moderne semi- équipée et aménagée,  1 chambre, rangements, salle d'eau avec douche à l'italienne, wc séparés, chauffage collectif (radiateurs),
Cave double.Possibilité location parking dans l'immeuble.
proximité métros, bus, commerces, restaurants, centre commerciale Beaugrenelle et cinémas.

Loyer : 1500E/ mois + 170 € provision charges (incluant chauffage eau chaude et eau froide, gardien et ordures ménagères)."
131,studio ,28m,1010,Paris 15E,/  06 septembre 2019,"Studio 28 m². Parfait état. 2e étage. Immeuble moderne sans vis-à-vis sur jardin.

Entrée avec placards; salle de bain ( baignoire); cuisine équipée ( placards ,frigidaire, machine à laver, four micro-ondes, plaques électriques).
Pièce principale ( lit rétractable dans le mur). Parquet.

Loyer charges comprises."
132,appartement ,52m,1258,Paris 19E,/  06 septembre 2019,"Buttes Chaumont. Métro Botzaris.

Immeuble 1992 standing, bien entretenu, face au parc. Gardiens digicode visiophone ascenseurs.
Grand 2 pièces 52 m², 8ème étage, calme sur jardin intérieur, entrée, séjour, chambre, cuisine équipée, wc séparés, grande salle de bains, placards penderies, cave.

Libre. Justificatifs garanties demandés.
Loyer : 1.077 €/mois + 181 € charges."
133,studio Paris,-1,695,Paris ,/  06 septembre 2019,"Studio proche Gare de Lyon et place d'Aligre. Quartier commerçant, charme de l'ancien.

Tout confort, bon état, belle hauteur sous plafond (3 m), grande mezzanine.
Cuisine américaine équipée  comprenant : réfrigérateur, plaque à induction 2 feux, four micro-ondes, hotte.
Armoire et rangement, 2 sièges haut. Salle d'eau avec douche, lavabo, wc.
Double vitrage. Système de ventilation.

Loyer : 695 €/mois charges comprises.

Visites sur place le Lundi 9 septembre de 19h45 à 20h15, au 19 rue Beccaria - 75012 Paris, code 4712A, à droite dans la cour

Dossier complet demandé avec 2 garants."
134,meublee studio ,16m,900,Paris 5E,/  06 septembre 2019,"Près Panthéon. Rue Mouffetard. Sur jardin intérieur.

Studio 16 m²  à louer meublé, 1er étage ascenseur, tout confort.

Kitchenette, salle d'eau double wc chambre.

Clair et calme.
Tous commerces à proximité

Loyer : charges et chauffage compris.

Libre de suite."
135,meublee chambre ,17m,850,Paris 9E,/  06 septembre 2019,"Métro Barbès Rochechouart. Chambre meublée de 17 m² environ  pour une personne dans un appartement Haussmannien très calme, avec fenêtre sur cour. Salle de douche et wc (partagés) avec fenêtre sur cour également et coin repas. La chambre est meublée (lit simple, placard et étagères, bureau, chaise et fauteuil). Située dans un appartement au 3ème étage sans ascenseur, avec accès indépendant par la porte de service.
Loyer 850 €/mois charges comprises, comprend électricité, chauffage, eau chaude et froide, internet par fibre optique, ménage et blanchisserie linge maison.
Possibilité de louer deux chambres. La seconde chambre aux mêmes conditions.
Pour plus de renseignement, merci de contacter par mail."
136,appartement ,30m,1280,Paris 15E,/  06 septembre 2019,"Appartement de 30 m² au troisième étage sur cour avec ascenseur refait à neuf.
Cuisine ouverte / emplacement pour lave-linge / wc indépendants / chambre.
Parquet au sol.
Salle de douche refaite.
Vue sur la Tour Eiffel.
17 Boulevard de Grenelle 75015 Paris.
Refait à neuf.
Métro Bir-Hakeim."
137,meublee studio ,22m,1080,Paris 16E,/  06 septembre 2019,"Triangle d'Or. Place Iéna - Champs Elysées.
Studio meublé de 22 m² de grande qualité et en parfait état au 4éme étage d'un bel immeuble avec ascenseur, sécurisé, avec gardien.

Un salon/coin nuit, cuisine américaine aménagée, salle de bains. Télévision et câble d'arrivée de la fibre optique permettant de souscrire un abonnement Internet à très haut débit.

Libre à partir du 01/10/2019.
Loyer : 990 €/mois + 90 € de charges forfaitaires.

Chauffage central par radiateurs : le chauffage et l'eau chaude sont compris dans les charges."
138,meublee studio ,25m,1068,Paris 5E,/  06 septembre 2019,"Près Panthéon contre Lycée Henri IV rue Descartes.

Beau studio de caractère 24.40 m². Deux grandes fenêtres double vitrage récentes, belle hauteur sous plafond avec poutres,
tout confort, parquet neuf dans séjour, récemment meublé (canapé et mobilier récents) + vaisselle fournie. Salle de bains (en travertin poli) équipée avec baignoire, vasque encastrée, wc. Kitchenette carrelée équipée.

Studio très fonctionnel.

Penderie + placard + étagères.

3ème étage sans ascenseur, digicode, porte blindée.

Nombreuses grandes écoles à proximité : Henri IV, Normale Sup, Sorbonne, Saint Louis, etc.

Entrée de l'immeuble avec pierres anciennes.

Loyer : 1068 €/mois provision charges comprise hors électricité.
Idéal étudiant(e).
Pas de colocation.

Sérieuses garanties et caution solidaire parentales demandées.

Métros : Luxembourg, Cardinal Lemoine, ou Monge.

SMS accepté avec présentation, études prévues et caution parentale."
139,appartement ,70m,1772,Paris 9E,/  06 septembre 2019,"3 pièces, 70 m² rue Turgot.
Bel appartement constitué, sur rue d'un séjour à double fenêtre, d'une chambre, d'une grande cuisine et d'une salle de bains avec baignoire. Grande chambre avec dressing sur cour, wc séparés.
L'ensemble est distribué par un couloir qui rend toutes les pièces indépendantes. Parquet, moulures, cheminées, bon état général.
1er étage d'un immeuble ancien, chauffage par convecteurs électriques.
Pas de colocation, garants demandés.
Libre de suite, Visites ce Week-end."
140,appartement ,15m,585,Paris ,/  06 septembre 2019,"F1 de 15 m² environ refait à neuf rue Letort disponible immédiatement. Dans joli immeuble ancien, bien entretenu et sécurisé (porte rue avec badge et porte immeuble avec interphone). Studio au 2e sur cour : cuisine (réfrigérateur, plaques chauffantes et placards, branchements machine), pièce principale et salle d'eau (douche et wc). Bien isolé, il est équipé de double vitrage, tout électrique (chauffage et eau chaude), porte blindée. Proche métro Jules Joffrin, tous commerces à proximité, au pied de Montmartre.

Loyer : 555 € /mois + 30 € provisions charges.

Merci de vous munir d'un dossier à déposer lors des visites (carte d'identité, fiches de paie, avis d'imposition et idem pour l'éventuel garant ) et de privilégier le téléphone, sms, pour la prise de rendez-vous:"
141,studio ,18m,769,Paris 7E,/  06 septembre 2019,"Près métros Duroc et Saint-François -Xavier.
Studio 18,41 m² comprenant : une entrée, une pièce principale avec placard, une salle d'eau avec wc ,une cuisine avec porte coulissante miroir recto/verso équipée d'un réfrigérateur, d'une plaque électrique deux feux et d'étagères situé au 2eme étage avec ascenseur sur cour.
Très clair et  calme.
Loyer : 769 €/mois charges comprises (711 €/mois + 58 € de charges)."
142,meublee appartement ,85m,2950,Paris 3E,/  06 septembre 2019,"Libre pour une location longue durée à partir de début août.
Appartement bourgeois/ancien entièrement meublé situé rue Beranger.

Composé d'une entrée, un salon, une salle à manger, deux chambres sur cour et au calme,  d'une cuisine équipée indépendante, d'une petite salle de bain, wc séparés.
Environ 85 m² + balcon filant de 10 m².
2ème étage avec ascenseur.
Télévision par câble + Internet inclus dans le tarif.

Loyer 2950 charges comprises ( dont électricité/gaz, internet, 2 heures de ménages tous les quinze jours ).

Assurance obligatoire + caution.
(Agence s'abstenir).

Merci de me présenter un dossier complet avec les documents suivants, lors de la visite :
-Les 3 dernières derniers bulletins de paie.
-un garant (caution solidaire)
-une pièce d'identité
-un contrat de travail ou attestation de l'employeur précisant l'emploi et rémunération proposée, la date d'entrée en fonctions envisagée et, le cas échéant, la durée de la période d'essai.
-Carte d'étudiant ou certificat de scolarité pour l'année en cours.
-Le dernier ou avant-dernier avis d'imposition ou de non-imposition en France ou Trois derniers bulletins de salaire.
-Les deux derniers bilans ou, à défaut, une attestation de ressources pour l'exercice en cours délivré par un comptable pour les professions non salaries."
143,meublee studio ,15m,1290,Paris 5E,/  06 septembre 2019,"Au coeur de Paris - Plein centre - Pantheon - Quartier latin - studio tout confort et ensoleillé sur grand jardin

Le calme à Paris. Au coeur du quartier touristique du 5ème arrondissement.

Loyer tout compris: internet, électricité, chauffage, eau, charges immeuble inclus
Charges forfaitaires :165 €  à  ajouter au loyer de 1125€. Loyer total : 1290€ - Aucun supplément à prévoir.

A proximité d'Henri IV, proche de la Sorbonne,de l'université Panthéon-Assas, de l'Ecole Normale Supérieure, de l' Ecole Normale Supérieure des Arts décoratifs, de l'Ecole Nationale supérieure de Chimie, de l'Ecole supérieure de Physique et Chimie Industrielle, de l'Institut National de Paris Grignon, et de l'Institut Curie.

A deux pas de la place de la Contrescarpe, du marché Mouffetard, et des Jardins du Luxembourg.

Joli studio dans immeuble récent sécurisé (digicode + interphone) avec ascenseur. Joliment meublé, refait par architecte en 2015.

Très lumineux. Charme, soleil. Très calme (dernier étage - 3 appartements à l'étage) sur un beau jardin arboré.
15 m² environ.

Entrée-Espace cuisine équipée (micro-ondes/grill, plaques, hotte réfrigérateur avec compartiment congélateur, vaisselle complète), carrelage au sol.
Salle d'eau carrelée avec wc (douche, wc, lavabo).

Séjour avec parquet - Grande fenêtre donnant sur le jardin plein sud avec volet roulant électrique.

Nombreux placards intégrés - mobilier contemporain de qualité : canapé lit latex 140x190, bureau sur mesure avec rangements et plateau de verre, TV écran plat.

Libre à partir du 27 juin.

Courte durée possible - Bail mobilité, etc..

Garanties demandées.

Métro 10 : Cardinal Lemoine, Censier Daubenton
métro 7 : Place Monge.
Bus : 89 : Lycée Henry IV,
bus 84 : Panthéon,
 bus 27 et 21 : St Jacques Gay Lussac,
bus : 67 et 89 : Cuvier,
bus : 47 Cardinal Lemoine.
Noctilien 15 et 22,RER B : Luxembourg.


Loyer : 1125 € + charges 165 €"
144,meublee appartement ,30m,1400,Paris 6E,/  06 septembre 2019,"Cœur Saint-Germain-des-Prés.

2 pièces meublé, 30 m², très calme et idéalement situé. Au 1er sur cour, 1 grande chambre, un séjour avec coin cuisine équipé.
(lave-linge, réfrigérateur, plaques vitrocéramiques, four), salle de bains, poutres et parquet. Belle hauteur sous plafond (3,20 m). Repeint à neuf.

Libre en Aout.

Loyer : 1.400 € /mois charges comprises."
145,meublee appartement ,75m,2800,Paris 12E,/  06 septembre 2019,"Très Bel appartement F4 de standing dans un immeuble Haussmannien, 75 m² au 2nd étage, triple exposition, hauts plafonds, 3 m, moulures, parquet.

Il est situé dans un quartier vivant, sympathique proche des commerces et des transports à deux pas de la Place de la Nation.

Composé d'une belle entrée, deux chambres, un salon (double séjour) sur avenue de Saint-Mandé, avec grand balcon, une cuisine séparée avec porte coulissante, équipée de frigo, four, micro-ondes, plaque, lave-vaisselle, lave-linge séchant, une salle de bain avec douche, meuble, sèche-serviette, wc indépendants, chauffe-eau individuel à gaz.
La cuisine, salle de bain, salle toilette sont neuf.

Entrée d'immeuble avec code, entrée de bâtiment avec visiophone, les fenêtres en double vitrage et plusieurs sont oscillo-battantes, placard penderie, ascenseur, et une cave…
Complétement rénové en 2019.

Disponible
Loyer : 2.400 €/mois + 400 € charges (comprenant l'eau froide et l'entretien des parties communes, et frais de gardien).

Dépôt de garantie et cautions sérieuses demandés. Pas de sous-location.

Merci de nous contacter par email ou par sms en nous précisant votre profil et votre projet.
NB : Le propriétaire refuse le démarchage commercial."
146,meublee appartement ,45m,1600,Paris 16E,/  06 septembre 2019,"Élégant appartement meublé au rez-de-chaussée de 45 m², proche Trocadero, Victor Hugo.
Entrée indépendante, salon avec canapé lit, cuisine américaine, salle de bains avec douche.
A l'etage: chambre, bureau, placards refait à neuf.
Nombreux transports: métro Boissiére, Victor Hugo et Trocadéro.

Libre à partir du 1er novembre.
Loyer: 1490E/mois + 110E de charges

Garanties sérieuses demandées."
147,studio ,13m,450,Paris 18E,/  06 septembre 2019,"Proche métro Place de Clichy et station bus.
Studette 13 m², au 6 Passage de Clichy 75018.

Au 2ème. Digicode, Entrée, chambre, salle de bain / wc, cuisinette avec frigo.
Demande de rendez-vous pour visiter par mail."
148,meublee studio ,20m,750,Paris 14E,/  06 septembre 2019,"A louer meublé.
Métros St-Jacques, Métro + RER Denfert-Rochereau, bus 68, 38 et Orlybus.
Studio de caractère : 20 m², calme, clair, Sud/Sud ouest, rénové.
Kitchenette, salle d'eau/wc. Chauffage électrique à accumulation neuf.
Mezzanine de qualité chêne massif.
3e étage immeuble ancien bien tenu, ravalé façades et parties communes.
Digicode d'accès.
Tous commerces à proximité.

Loyer 720 €/mois + provision pour charges 30€.

Garanties exigées  (caution solidaire).

Visite sur rende-vous par mail ou tel."
149,meublee studio ,11m,490,Paris 17E,/  06 septembre 2019,"Quartier très recherché, rue des Batignolles.

Studette de 11 m², meublé au 6e étage très lumineuse.
1 pièce à vivre avec coin cuisine, plaques chauffantes, réfrigérateur et micro-ondes.
Salle d'eau avec douche, lavabo et wc.
Le studio est en très bon état.
Commerces au pied de l'immeuble.
Métro le plus proche  Rome.

Loyer charges comprises."
150,meublee studio ,23m,860,Paris 13E,/  06 septembre 2019,"Location meublée, studio 23,5m², entièrement refait, Paris 13e. quartier Glacière.
Au 1er étage avec ascenseur d'un immeuble de 10 étages des années 70.
Sécurité : système digicode et clé Vigik, interphone, gardien.
Entrée avec dressing.
Pièce principale fenêtres double vitrage. Stores. Exposition Est, sur jardin. Calme
Coin cuisine avec plaque chauffante vitrocéramique, four micro-ondes, réfrigérateur.
Canapé-lit « clic-clac » avec 2 sommiers à lattes.
Salle d'eau avec lavabo, douche (90x90), machine à laver.
Wc séparés.
Transports : métro Glacière (5mn), Bus n° 21 pratiquement au pied de l'immeuble.
Nombreux commerces à proximité (supérettes, boulangerie, pharmacie, restaurants, …).
Loyer 860€/mois charges comprises (eau, chauffage, ascenseur, gardien, …).
Disponible."
151,meublee studio ,10m,680,Paris 6E,/  06 septembre 2019,"Belle studette meublée de 10m2 à Odéon (75006), rue Monsieur le Prince.
Au deuxième étage, avec 2 fenêtres vue sur cour.
Salle de bains dans la studette, coin cuisine avec plaques et frigo.
Chauffage électrique par radiateur.
Lit double, armoire encastrée et plusieurs rangements, petite table.
Laverie au rez-de-chaussée de l'immeuble.

A deux pas d'Odéon, du jardin de Luxembourg,  de Sorbonne et de Panthéon.
Idéal étudiant.
Loyer 680€/mois (charges comprises).
Internet inclus dans le loyer."
152,meublee studio ,18m,820,Paris 14E,/  06 septembre 2019,"Studio meublé, rue de La Sablière, 18 m², calme donnant sur cour intérieure, lumineux, rangements, cuisinette avec hotte, réfrigérateur, lave-linge séchant, micro-ondes, double vitrage, TV, salle d'eau avec douche et wc.
Chauffage électrique.
Cave.
Au 2e étage.
Métro Alésia ou Pernety.

Disponible à partir du 15 septembre.
Visites possibles sur rendez-vous.

Loyer : 780 €/mois + 40 charges."
153,meublee studio ,19m,775,Paris 10E,/  06 septembre 2019,"Hôpital Saint-Louis. Métro Colonel Fabien.

Studio meublé environ 19 m² sur cour arborée.
Cuisinette séparée, séjour parqueté, salle de bains/wc avec fenêtre, placard.
Porte blindée.

Libre.

Loyer : 775E/mois charges comprises."
154,meublee appartement ,40m,1350,Paris 10E,/  06 septembre 2019,"Appartement meublé de 40 m², très clair, refait à neuf par architecte. Au 3ème étage avec ascenseur. Situé au pied du métro Château d'Eau (Ligne 4). Parquet, poutres apparentes, séjour avec cuisine américaine (lave-vaisselle, four, plaques de cuisson vitrocéramiques, réfrigérateur-congélateur), salon, 1 chambre, salle de bains avec baignoire, lave-linge, nombreux rangements, 3 grandes fenêtres sur rue.
Quartier animé et très commerçant (proche de la rue du Faubourg Saint-Denis). Libre le 15 octobre.
Merci de me contacter par e-mail ou sms."
155,appartement ,66m,2000,Paris 14E,/  06 septembre 2019,"Très beau deux pièces de 66 m² (séjour 30 m²).
Parquet, très clair, très calme, balcon 6 m² sur patio et vue sur jardin arboré.

Situé rue Boissonade (entre Montparnasse, Port Royal et Raspail), il se compose d'une entrée avec placard et pièce de rangement, d'un grand séjour, d'une chambre et petit dressing, d'une grande cuisine équipée, d'une salle de bains/wc, et d'une grande cave.

Loyer : 2 000 €/mois, eau et charges comprises."
156,meublee chambre ,9m,396,Paris 4E,/  06 septembre 2019,"Métro 4, 1, 11. Belle chambre de service 9 m², au 6ème avec ascenseur. Rue des Archives, au pied du BHV Marais. Très bon état général. Au calme et clair sur cour semi-ouverte, grande fenêtre plein Sud. Vue sur St Paul. Gardien. Wc sur palier. Douche + coin cuisine. Meublée.
Caution parentale + dossier références complet demandés. Libre courant Septembre.
Loyer charges comprises.

Tel : 06 20 37 74 46 ( Laisser message vocal sur répondeur si absent  / Pas de contacts sms , mms  )"
157,meublee appartement ,37m,1300,Paris 8E,/  06 septembre 2019,"Proche Saint-Augustin.

1 petit studio et une chambre de service.
Studio environ 24 m² sur 2 niveaux avec coin salon, penderie, velux.
A l'étage coin couchage (futon) cuisinette équipée, lave linge, douche, et wc (sanibroyeur).
Chambre de service attenante (non communicante avec le studio) 13 m² avec lit, penderie, bureau, et lavabo.
Wc supplémentaires sur palier. 5ième étage sans ascenseur.
Les 2 biens sont refaits à neuf, meublés et équipés.

Libre de suite, idéal colocation.
Loyer mensuel charges comprises."
158,meublee appartement ,129m,4000,Paris 9E,/  06 septembre 2019,"Bel appartement familial meublé de 129 m² rénové en 2018 situé au 3ème étage avec ascenseur d'un bel immeuble parisien situé  Rue Saint Georges dans le 9ème arrondissement de Paris, place Saint Georges.

Il se compose d'une entrée avec rangements, un salon,  une cuisine entièrement équipée ouverte sur le salon, quatre chambres, 1 bureau, une salle de bains, une salle de douche, 2 wc indépendants.
Idéalement situé, proche tous commerces et transports. Métro Saint Georges.
Je ne souhaite pas de colocation."
159,studio ,17m,750,Paris 13E,/  06 septembre 2019,"Métros lignes 5, 6, 7.
Bus 27, 47, 57, 67, 83.
A proximité de tous commerces, de la station F,  des facultés et de l'école de Chimie.

Studio 17 m² calme et clair.
Sommairement équipé :
avec cuisine américaine, salle d'eau  et wc séparés
fenêtres double vitrage isophonique et isothermique.
Chauffage électrique individuel à basse consommation .
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Compteur d'eau divisionnaire
    classe énergie : F.

Loyer : 710 €/ mois (+ 40E provisions pour charges locatives collectives)."
160,meublee appartement ,50m,1497,Paris 15E,/  06 septembre 2019,"Quartier Saint-Charles, rue de la Convention. 2/3 pièces meublé, dans bel petit immeuble pierre de taille et brique,  au 3e sans ascenseur.
Proche tous commerces et transports.

Libre. Digicode. Bon état.

Entrée, Cuisine équipée indépendante avec four, machine à laver, réfrigérateur congélateur, plaque vitrocéramique, micro ondes. Double Séjour avec canapé convertible, table salon, télévision avec meuble télévision. Salle à manger avec table, 4 chaises et un bureau avec une chaise. Chambre séparée avec lit et placard. Wc séparés. Salle de bains avec baignoire et pare douche. Cave.

L'appartement est loué meublé exclusivement en longue durée. Chauffage collectif compris. Pas de parking. Références demandées.

Chambre et séjour sur rue. Pas de colocation ou de location courte durée ou de location étudiant.

Disponible 1 octobre
Visites sur rendez vous via Pap.fr
Loyer: 1.347 €/mois + 150E provision charges."
161,meublee studio ,40m,1150,Paris 16E,/  06 septembre 2019,"Proche avenue Mozart, 5 mn du métro Jasmin. Proximité commerces.

Dans immeuble récent de standing . Studio meublé 40 m², au 4ème avec ascenseur, donnant sur parc. Cuisine fermée et équipée, salle de bains, wc séparés.
Parquet. Gardien. Cave.

Loyer : 1150€/mois + 140€  de provision pour charges."
162,meublee appartement ,50m,1950,Paris 16E,/  06 septembre 2019,"À louer meublé  (Église d'Auteuil), rue privative Villa Michel Ange. 2 pièces refait à neuf par architecte, tout confort 4 couchages possibles. Grande cave saine...Parking possible.
Métro Michel Ange Auteuil...
Libre de suite.
Loyer : 1950 €/mois charges comprises."
163,meublee appartement ,38m,1200,Paris 17E,/  06 septembre 2019,"Appartement meublé en rez-de-chaussée sur cours avec kitchenette équipée (inclus lave-linge , frigo, micro-ondes, four...), douche et wc séparés. Un salon avec 2 canapés lits, armoires et tables basses, un escalier qui mène  à une pièce atypique avec pierre apparentes en sous sol qui peut servir de salle de rangement/bureau ou musique ou autre, équipée d'un système anti humidité."
164,meublee chambre ,25m,870,Paris 12E,/  06 septembre 2019,"Colocation une chambre.
Loyer : 790 € + 80 € provisions charges (comprenant eau) / CHAMBRE.
Libre de septembre à janvier 2020

Proche place Daumesnil.

Loue chambre meublé de 25m2, entièrement rénovée dans appartement 4/5 pièces meublé, environ 98 m², au 4e ascenseur, très lumineux : entrée,  3 chambres, cuisine équipée (four traditionnel, micro-ondes, réfrigérateur/congélateur, etc...),  salle de bains (baignoire) entièrement rénovée, wc séparés.
Nombreux rangements et placards.
Pièces indépendantes distribuées par couloir central. Moulures, cheminées, double vitrage, porte blindée, chaudière individuelle gaz. Interphone, digicode.
Appartement non fumeur.

Sérieuses garanties demandées.
Respect du règlement de copropriété exigé.

Possibilité courte durée.
Consommation EDF et GDF partagé par l'ensemble des colocataires."
165,meublee appartement ,35m,1200,Paris 11E,/  06 septembre 2019,"Métros République ou Oberkampf, rue de la Folie Méricourt.

Au 3e étage, très clair, calme et agréable. 2 pièces de charme, tomettes, poutres apparentes, 35 m², tout confort.

Entrée (porte blindée, rangements).
Cuisine équipée (réfrigérateur, congélateur, lave-vaisselle, four, four-micro-ondes, table et chaises).
Salle de bains avec fenêtre et wc (lave-linge, séchoir à linge suspendu, aspirateur).
Salon (canapé-lit, tables gigognes, commode, télévision, étagères, grand miroir).
Chambre (lit double avec tiroirs, penderie).
Nombreux rangements, double vitrage, chauffage individuel électrique. Cave spacieuse.
Loyer : 1.200 €/mois charges comprises (1.115 €/mois + 85 € de charges).

Libre à partir du 30 septembre, visites le 15 septembre.
Caution solidaire demandée.
Appartement ne convenant pas à la colocation mais parfait pour une personne seule ou un couple.

Réponses par email seulement, écrire svp à l'adresse fmericourt@yahoo.fr"
166,meublee studio ,30m,1597,Paris 6E,/  06 septembre 2019,"Métros Sèvres-Babylone ou Vaneau - Duroc ou Saint Placide.

Dans résidence moderne et sécurisée avec jardins,supermarchés, Gardien
Studio, faux 2 pièces 30 m², complétement équipé et meublé.

Vue sur parc arboré sans vis-à-vis de la résidence.

Wifi/tv fibre orange, électricité, chauffage collectif.

Loyer : 1597 €/mois +  25 € de charges (compteur privatif eau chaude et froide déduction sur la caution)."
