,Type_appart,Surface m²,Price €,Localisation,Date Post,Description
127,studio ,26m,720,Paris 20E,/  13 septembre 2019,"Métro Gambetta. Studio 26 m² dans immeuble récent, 1er étage avec ascenseur, digicode, vidéophone, salle de bains, coin-cuisine équipé, séjour, entrée avec placard, chauffage individuel électrique. Commerces à proximité.
Proche de l'hôpital Tenon.
Garant demandé.
Loyer 720 €/mois charges comprises.
Dpe E.

Prière de m'adresser par mail suffisamment d'informations sur vous-même et votre garant pour organiser une visite."
128,appartement ,24m,800,Paris ,/  13 septembre 2019,"A louer, appartement T1 bis traversant, dans immeuble haussmannien avec gardienne et digicode.
Surface de 23,63 m² (loi Carrez) + cave (2,4 m²), 4ème étage, vue sur Sacré Coeur, 29 rue Stephenson. Comprenant 1 cuisine aménagée séparée, 1 salle d'eau avec wc, 1 pièce principale.

Parquet chêne dans la salle et le couloir, carrelage dans la salle d'eau et la cuisine, chauffage électrique.
Excellent état, habitable de suite sans travaux.

Loyer mensuel 750 €/mois + 50 € provision de charges.
Offre de location à jeune salarié.

Location avec un loyer d'avance, sans caution si garantie Visale (voir site https://www.service-public.fr/particuliers/vosdroits/F33453)
Contact et échange exclusivement par mail.
Visite sur rendez-vous le 17 septembre."
129,studio ,33m,1.240,Paris 7E,/  13 septembre 2019,"Studio rénové belle surface de 33 m² , comportant : entrée , dégagement ,grande pièce, cuisine , salle de douche , lavabo  et wc séparés. - 1er étage avec ascenseur.

2 fenêtres sur avenue, exposition Sud ,

Métro(13)  St François Xavier , Duroc Ou Varennes.  Ligne bus : 92 et 80.

Loyer : 1200 €/mois + 40 € de charges."
130,meublee studio ,9m,595,Paris 8E,/  13 septembre 2019,"Studette Champs-Elysées. Orientée Sud - idéal pied à terre.
Hôtel particulier 18e, concierge, digicode et 2 portes sécurisées.

Kitchenette équipée ( micro-ondes, plaques, réfrigérateur, grill, Nespresso, Écran plat, lave-linge. Linge de maison, serviettes et vaisselle fournis. .

Douche privative (wc communs sur palier pour 2 chambres).

Proche musées Grand et Petit Palais, Louvre, Galliera, Tour Eiffel, Palais de la Découverte, Jacquemart André, N de Camondo...

Lit 1 personne / 6e étage sans ascenseur.

Paris 8e, studette sud et calme.
Concierge et digicode.

double vitrages et isolation chauffage électrique
A proximité : Free wifi du réseau Champs Élysées

EDF non compris dans le loyer.

Dépôt de garantie 2 mois.
Caution sérieuse exigée : caution bancaire (6 mois loyer) ou équivalent.

Sur dossier avec carte nationale d'identité, avis imposition et fiches de paye décembre 2018 et 3 dernières.

Disponible decembre 2019

595 € / mois + 49 € de provision de charges.
Pour une personne: idéal double résidence, s'abstenir pour résidence principale.

Donc pas d'APL."
131,appartement ,47m,1.750,Paris 8E,/  13 septembre 2019,"Charmant 2 pièces parfaitement calme, d'environ 47 m², lumineux et très bien situé, à proximité de l'Etoile, du parc Monceau et du quartier des Ternes.

Grand salon avec cheminée. Chambre avec placards et cheminée. Salle d'eau, dressing et toilettes séparées. Cuisine équipée avec une grande fenêtre.
2e étage sur cour d'une petite copropriété bien tenue.

Tous commerces à proximité immédiate. Idéal pour l'accès aux transports en commun (lignes de métro 1,2,6,9, RER A, bus 22, 52, 43, 83).

Loyer : 1750 €/mois charges comprises."
132,meublee appartement ,31m,960,Paris 12E,/  13 septembre 2019,"Grand T1 de 31 m², rénové en 2016, meublé et tout équipé (TV, Lave-linge, Frigo, Congélo etc), Wi-Fi haut débit, 1 chambre principale, un hall d'entrée, une salle de bains avec baignoire, 1 cuisine séparée, 1 balcon, nombreux rangements. 5eme étage avec ascenseur, calme, digicode, gardien et interphone.
Métro Bel Air.
Disponible début octobre. Visites samedi 14 septembre 10h

Loyer : 960 € Charges Comprises"
133,meublee appartement ,70m,2.950,Paris 5E,/  13 septembre 2019,"Appartement meublé entièrement rénové, clair et calme, au 1er étage d'un immeuble haussmannien, dans le quartier Latin, entre rue des Ecoles et bd St Germain. IL est composé d'une belle entrée, séjour spacieux avec cuisine ouverte toute équipée, une chambre lit double et une chambre lit 90cm/bureau, salle de bains avec baignoire-douche, wc séparés. Lave-vaisselle, lave-linge séchant, TV, Internet. Tout électrique, climatisation réversible, double vitrage, parquet. Digicode et interphone. Local vélos et cave. Tout le linge est fourni.
Loyer 2950 €/mois charges locatives et taxe forfaitaires comprises. Caution 5500 €.
Libre, visite sur rendez-vous."
134,meublee studio ,15m,640,Paris 7E,/  13 septembre 2019,"Boulevard Saint-Germain. Studette meublée, 15 m², au 6e et dernier étage sans ascenseur, très calme, avec vue sur les toits de Paris.
Petite salle de douche indépendante en annexe, wc commun sur palier.
Peinture bon état, tomettes au sol. Chauffage par l'immeuble.
 Lit, bureau, penderie , réfrigérateur et plaque électrique.
Très bel immeuble, gardienne. Codes.
Idéal étudiant(e) (Sciences Po est à 3 mn).
Garant demandé."
135,meublee appartement ,50m,1.565,Paris 18E,/  13 septembre 2019,"• 2 pièces
• 1 chambre
• 50 m²

Rue Léon, au cœur de la Goutte d'Or, proche des lignes 4 (métro Château Rouge), 2 (métro Barbès) et 12 (métro Marcadet-Poissonnier).
Dans un immeuble années 30, lumineux deux pièces de 50 m² situé au 2ème étage avec ascenseur.

Ce bien se compose :
- d'un séjour
- d'une chambre avec un bureau et une armoire
- d'une cuisine équipée avec plaques induction, four, lave-vaisselle, réfrigérateur et lave-linge
- d'un dressing d'environ 4 m²
- d'une salle de bain avec baignoire

Il dispose d'une belle luminosité. Chauffage collectif au gaz.
Libre le 29 septembre 2019.
(Agences s'abstenir).

Loyer : 1565 € charges comprises (soit 1345 € + 220 € de charges, comprenant eau froide, eau chaude, chauffage, gardien et ascenseur)"
136,meublee appartement ,32m,1.200,Paris ,/  13 septembre 2019,"Rue du Docteur Heulin.

Beau 2 pièces meublé : entrée, belle cuisine bien meublée, grand débarras, salon avec télévision, chambre beau parquet, belle salle d'eau. Au 4e étage . Refait à neuf. Bon immeuble. Calme, sécurité, ensoleillé.

Bonne situation. Double exposition.

Loyer 1200 €/mois charges comprises."
137,meublee appartement ,50m,2.000,Paris 16E,/  13 septembre 2019,"Très joli F2 rue Mesnil à deux pas de la place Victor Hugo, 50 m² + une grande terrasse (avec meubles de jardin), au 7ème étage avec ascenseur, très lumineux, vue dégagée, meublé (neuf et contemporain) comprenant une cuisine Ixinia complément fournie, une chambre (lit 1m60) et un salon avec canapé offrant un couchage pour deux, une cave de plus de 10 m²
Loyer 2.000 €/mois charges comprises (avec chauffage et eau chaude).
Visites tous les jours à partir de 17h."
138,meublee appartement ,52m,1.800,Paris 6E,/  13 septembre 2019,"Bel appartement meublé, 3 pièces 52 m², entièrement rénové.

Dans immeuble bourgeois, très clair et très calme.
Chambre, séjour et salle à manger.
Accès indépendant de chaque pièce sur entrée et couloir, cuisine rénovée, salle de bains et wc indépendants.

Parquet chêne ancien. Chaudière individuelle.

3ème étage. Libre de suite.

Proche commerces. 2 min gare Montparnasse. 3 min boulevard St Germain et Luxembourg.

Loyer : 1.700 €/mois + 100 € charges.

Visite de préférence entre 11h et 14h ou 19h (lundi à samedi)."
139,meublee studio ,9m,760,Paris 9E,/  13 septembre 2019,"proximité rue des Martyrs - Location Meublée – 75009
Lorette - Martyrs - Paris 9ème. Proximité rue des Martyrs Métro Notre Dame de Lorette. Location meublée 9 m², 1 pièce entièrement rénovée au 6ème et dernier étage sans ascenseur comprenant : lit 1 place, cuisinette équipée (évier, plaques, réfrigérateur, placard), douche, bureau, chaise, armoire-penderie. WC privé sur palier. Digicode. Internet filaire. De préférence étudiant(e), caution parentale.
L'eau et l'électricité ne sont pas comprises dans les charges. Internet inclus dans les charges du loyer.
660 €/mois + 100 € (montant forfaitaire de charges, hors eau et électricité), 2 mois de dépôt de garantie (hors charges)."
140,appartement ,58m,1.500,Paris 15E,/  13 septembre 2019,"Meublé. Au 5ème et dernier étage avec ascenseur, beau 2 pièces de 58 m² sans vis-à-vis.

Métro Porte de Versailles, limite rue Vaugirard.

Entrée avec rangement, salon, chambre, petit balcon sur verdure, lumineux et calme, parquet.
Cave.

Chauffage et eau chaude collectifs.

Interphone.

Loyer : 1.200 €/mois + 150 € provision charges."
141,meublee appartement ,71m,2.300,Paris 15E,/  13 septembre 2019,"Appartement meublé très confortable de 71 m² situé dans un quartier résidentiel du 15ème arrondissement de Paris. Proche secteur Balard/Porte de Versailles.

Composé de 3 pièces dont 2 chambres, cuisine entièrement équipée, salle de bains, wc séparés, nombreux placards, parquet en bois.
Il est lumineux et calme au 3ème étage avec ascenseur, sécurisé : interphone, code, digicode.
Il bénéficie de tout l'équipement nécessaire : aspirateur, fer à repasser, lave-linge, lave vaisselle, sèche-linge, télévision, internet, wifi.
Parfaitement desservi par les transports en commun (métro ligne 8, bus 62, RER javel).
A proximité de nombreux commerces : boulangerie, grande surface, pharmacie, restaurant.

Disponible à partir du 15 octobre 2019.
Bail durée 1 an ou plus.
Dossier complet et garantie de loyer exigés.

Loyer : 2000 €/mois+300 € de charges (chauffage, eau, internet).
En option un parking au sous-sol .

Agences s'abstenir."
142,meublee studio ,19m,520,Paris 20E,/  13 septembre 2019,"Studio proche métro Croix de Chavaux, au 2ème étage.
Clair et calme, nombreux rangements, coin cuisine, mezzanine, salle d'eau avec douche et wc."
143,meublee studio ,25m,1.100,Paris 9E,/  13 septembre 2019,"Studio de 25m2, calme et agréable donnant sur une jolie cour,  dans un quartier très animé, tout prés de rue des Martyrs.

Bien meublé, grande cuisine équipée avec lave-linge, salle de bains wc, beau parquet au sol et moulures.

A proximité des transports métro (lignes 12 et 7), bus, vélo, rue marchande et commerces.

Disponible de suite.
Loyer : 1100 €/mois charges comprises."
144,studio ,38m,902,Paris 12E,/  13 septembre 2019,"Grand studio 38m2 rez-de-chaussée, bon état général, entrée, pièce à vivre, grande cuisine indépendante, salle de douche. Chauffage électrique individuel, parquet, double vitrage. Libre de suite."
145,meublee studio ,25m,1.100,Paris 3E,/  13 septembre 2019,"Studio meublé sur cour, très calme et lumineux. Deuxième et dernier étage. Pièce équipée avec lit dépliable, placard, étagères, table et chaises. Cuisine séparée, équipée avec microonde, frigo et freezer.
Salle de bains avec douche, lavabo et wc et lave-linge.
Visite 15 septembre (dimanche matin) avec un dossier complet. Signature du contrat si possible lundi 16 septembre. Garants ou garantie bancaire nécessaire."
146,meublee appartement ,33m,1.540,Paris 3E,/  13 septembre 2019,"Marais-Beaubourg. Au 40, rue des Gravilliers. Lignes 3 et 11.

Petit 2 pièces, meublé, au 4e sur cour sans ascenseur. Surface habitable : 32,60 m², hauteur sous plafond : 2,7 m, très clair avec quatre fenêtres. Orientation est. Vue dégagée. Digicode et interphone. Tomettes, poutres apparentes, cuisine (plaques halogènes, grand réfrigérateur, lave-linge, four multi-fonctions).

Libre début septembre.
Pas de colocation. Bail minimum 1 an.

1.490 €/mois + 50€ charges.
Montant du salaire net minimum souhaité : 2,5 fois le montant du loyer. Garantie bancaire ou parentale possible.
Professionnels de l'immobilier s'abstenir, vraiment."
147,appartement ,35m,1.110,Paris 11E,/  13 septembre 2019,"60 avenue Philippe Auguste Paris 75011. RER A : Nation / métros : Alexandre Dumas (ligne 2) et Rue des Boulets (ligne 9).

Bâtiment sur cour, calme. 2ème étage. Appartement 35 m² - une entrée, une cuisine avec coin repas, un séjour, une chambre, une salle d'eau, wc (séparés). Convecteurs électriques. Fenêtres double vitrage. Porte blindée.
Loyer provision charges comprise.

Libre de suite."
148,meublee appartement ,70m,2.290,Paris 15E,/  13 septembre 2019,"Rénové à neuf, splendide 3 pièces traversant lumineux aux beaux volumes, avec parquet, moulures, vitraux, cheminée.

Idéalement situé, cet appartement au 1er étage est proche de la rue du commerce et des métros Félix Faure et Boucicaut, Quartier des écoles, Universités, Beaugrenelle, supermarchés.

A visiter immédiatement.
Possibilité de location meublée.

Loyer : 2.290 euros/mois charges comprises."
149,appartement ,86m,2.500,Paris 16E,/  13 septembre 2019,"Rue Duret, métro Argentine/Victor Hugo, proximité d'avenue Foch et de l'Arc de Triomphe.

2 chambres, très lumineux, 8ème étage, sans vis-à-vis, sur cour, calme, à proximité de commerces (Franprix, Naturalia, etc), parfait état, nombreux rangements de qualité, cuisine équipée intégrée, douche à l'italienne, wc  séparé.

Chauffage collectif et appartement très bien chauffé en hiver.

Loyer : 2.500 €/mois + charges 300 €"
150,meublee appartement ,40m,1.850,Paris 7E,/  13 septembre 2019,"Sublime appartement meublé de 2 pièces 40 m², dans un splendide immeuble Haussmannien de l'avenue Rapp à la cour classée.
Un vrai 2 pièces refait à neuf au 2ème étage sur cour.

Très belle décoration carrelage gris, parquet noir, murs gris et dalles métro. Lustres anciens et cheminée.
2 lits dans la chambre et banquette-lit cigogne dans le salon. Équipé de lave-linge, lave-vaisselle, plaque, four micro-ondes, machine à café, toasteur, fer à repasser, coffre-fort, linge de maison. Vue partielle sur la Tour Eiffel.

Ascenseur. Chauffage centrale par l'immeuble.
Gardienne et 2 digicodes.

Disponible à partir du 6 septembre.
Loyer : 1850 €/mois charges comprises."
151,meublee appartement ,57m,1.700,Paris 11,/  13 septembre 2019,"Immeuble année 2000, proche métro, bon standing, rue calme, au 4e ascenseur. Orientation Est. 2 pièces 57 m² meublé, parquet, charme, lumineux : salon spacieux, chambre 12 m², cuisine dinatoire équipée (réfrigérateur, four, lave-linge, plaque électrique), salle de bains (baignoire/douche), wc indépendants, rangements.
Très bon état. Chauffage électrique. Possibilité de parking.
Possibilité location vide
1.700€/mois  + 100 € de charges.

Agences s'abstenir"
152,studio ,30m,920,Paris 12E,/  13 septembre 2019,"Studio 30 m², non meublé.
Métros Picpus, Nation.
Proximité du RER (notamment à destination de la Défense) et de nombreuses lignes de métros, et de bus.

Au 1er étage, petite copropriété fermée dans une impasse.

Très calme. Très bon état.

Grande pièce principale avec penderies, placards, deux grandes fenêtres double vitrage.
Chauffage électrique.
Très clair.
Salle de bains avec baignoire et wc.
Cuisine indépendante, grands placards, plan de travail.
Interphone.

Quartier commerçant, proche tous commerces, cafés, restaurants, poste, banques et facilités.

Libre de suite.

Loyer 920 €/mois charges comprises.
Sérieuses références demandées."
153,meublee appartement ,29m,1.550,Paris 1Er,/  13 septembre 2019,"Appartement idéalement situé rue Saint-Honoré,
dans immeuble 17ème bien entretenu avec digicode et interphone.
A 100 m du jardin et du métro des Tuileries, 200 m de la place du marché St Honoré, 300 m de la place Vendôme, 400 m du Louvre.

Au 6ème et dernier étage avec ascenseur.

Entièrement meublé et équipé (lave-linge, four, réfrigérateur, plaques induction, télévision, lecteur dvd, chaine hifi, accès internet haut débit, équipements de cuisine).
Parquet chêne massif huilé blanc dans toutes les pièces, chauffage électrique individuel.
Salon avec coin nuit : lit 160, canapé convertible, meuble tv, fenêtre avec vue sur les toits et puit de lumière au-dessus du lit.
Salle à manger / cuisine avec nombreux placards et penderie, table et quatre chaises, fenêtre sur cour.
Salle de douche avec grande cabine de douches (120x60), wc, plan vasque, fenêtre de toit style Vélux sur cour.

Visites sur rendez-vous.
Disponible à partir du 1er octobre 2019.
Loyer : 1.550 €/mois charges comprises."
154,meublee studio ,20m,900,Paris 12E,/  13 septembre 2019,"Charmant studio, entièrement meublé, 20 m², au rez-de-jardin d'un petit immeuble, très calme, très bon état.

Très bien desservi par les transports publics :
 - métro ligne 1, Porte de Vincennes, à 50 mètres,
- tramways T3a et T3b, en face,
- RER A, Nation, à 6 minutes,
- bus: 26, 64, 86, 501, 351 (Roissypole).

Salon spacieux avec parquet.
Agréable jardin privatif, 19 m².
Cuisinette équipée, four micro-ondes-grill, réfrigérateur.
Grande salle de bains avec baignoire, wc, lave-linge.

Porte fenêtre double vitrage
VMC

Interphone, Vigicode (badge).

Quartier agréable. Tous commerces.
Vélib en face. Autolib à 50 mètres.

Visites individuelles sur rendez-vous.
Loyer 835E/mois + charges 65 €."
155,meublee appartement ,32m,1.020,Paris 14E,/  13 septembre 2019,"LOCATION MEUBLEE  32 m² au 1er étage sur rue et cour: 2 pièces traversant, 5 fenêtres, clair et calme. Cuisine équipée ouverte . Salle de bain: douche, lavabo, wc . Chauffage électrique individuel . Quartier vivant et commerçant, proche Gare Montparnasse . Métros : Pernety et Gaité. Loyer mensuel : 1020 euros charges comprises, sauf chauffage."
156,meublee studio ,26m,1.000,Paris 10E,/  13 septembre 2019,"Grand studio rénové, entièrement meublé et équipé, exposé sud, ensoleillé, agréable et calme.

Au 1er étage sur grande cour, digicode sur entrée rue, Interphone et pass Vigik sur entrée escalier, local Boîte aux lettres protégé par pass Vigik.

Grande cuisine américaine équipée : plaque induction, réfrigérateur/congélateur, four micro-ondes + grill, équipements et vaisselle au complet, table bar type snack + 3 fauteuils bar
Lit Mezzanine et petit canapé convertible, meuble dressing, coin salon avec meuble TV, TNT collective + branchements Fibre et Câble... Coin bureau.
Textiles maison fourni : couette, oreillers, traversin, couverture et protège matelas...

Salle d'eau : colonne douche, meuble vasque et rangements, lave linge-séchant, (vrai) wc.
Chauffage individuel électrique + chauffe-eau, consommation d'eau incluse dans les charges.

Immeuble ancien récemment rénové, quartier vivant, beaucoup de commerces et de petits restaurants, très bien desservi par tous types de transports : TGV, SNCF, RER, Bus et métro...

Merci d'envoyer un mail en présentant votre situation personnelle, ainsi que de préparer votre dossier complet.
Les visites se feront sur rendez-vous (fin de journée et week-end).

Libre de suite.

Pas de location saisonnière. Bail Habitation principale en meublé
- 1 an minimum (reconductible).

Possibilité de stationnement 2 roues dans la cour...
Idéal pour étudiant(e) ou jeune salarié(e).

Loyer , eau froide et charges de copropriété comprises."
157,meublee studio ,20m,1.160,Paris 8E,/  12 septembre 2019,"A Louer meublé.
Studio Paris 8°.
Rue de Rome, métro Rome, Europe, Villiers, bus 2, 3, 9, 12, 13, 14.
Dans un hôtel particulier de grand standing, refait à neuf en 2000.
Premier étage avec ascenseur.
Clair, Double vitrage, Vitraux « Cathédrale »,
Salle de bains avec douche, bloc cuisine, hotte, réfrigérateur,  placard, chauffage électrique,
Vidéophone, Wifi, parquet, 3 m 20 de hauteur de plafond.
Proche de toutes commodités, gare St Lazare et des grands magasins Printemps, Galeries Lafayette ...
Libre le 1er octobre 2019.  Dépôt de garantie (2 mois de loyer,  soit 2180€). Bail de 1 an renouvelable."
158,meublee appartement ,50m,1.950,Paris 3E,/  12 septembre 2019,"Proche Beaubourg, métro Rambuteau.

1er étage ascenseur, 2 pièces avec cuisine ouverte sur séjour, 1 salle d'eau, 1 chambre (lit 180/ 200 ) , nombreux rangements.

Appartement refait à neuf et meublé : TV, lave-linge et vaisselle, four micro-ondes, machine à café, vaisselle, et linge de maison fourni.

Immeuble très sécurisé (digicode, vigik et service sécurité 24/24).
Loyer charges comprises (chauffage, eau chaude et froide + charges courantes) électricité à la charge du locataire.

Caution de 2 mois de loyer et garanties.
Dossier complet demandé lors de la visite.
Merci de vous présenter par mail.
Loyer : 1950 €/mois charges comprises"
159,appartement ,59m,2.400,Paris 2E,/  12 septembre 2019,"Très bel appartement de grand standing, situé rue du Caire dans 2eme arrondissement de Paris. prés des commerces.
Caractéristiques : Surface: 59 m²
3 étage (ascenseur)
Digicode
3 pièces : 2 chambres, double réception, Cuisine ouverte sur le salon, wc et salle de bains.
Charges comprises
montant du loyer : 2400 EURO

Loyer : 2400 € charges comprises."
160,meublee studio ,10m,700,Paris 16E,/  12 septembre 2019,"Studio rez-de-chaussée donnant sur jardin intérieur.  Calme et lumineux. Refait à neuf

A peine 300 m de Janson de Sailly. Proche ligne 6, 9 et RER C.

Lit double et coin repas/bureau. Coin cuisine avec plaques vitro et frigo. Salle de bains séparée avec wc  et douche.

Disponible immédiatement.

Loyer : 700€/mois charges comprises"
161,meublee appartement ,50m,2.390,Paris ,/  12 septembre 2019,"Superbe 2 pièces 50 m². Rue St-Paul. Ascenseur, gardien. Vue dégagée sur jardin privé.
Entièrement meublé, équipé. Refait à neuf par architecte. 1 chambre, salle de bains (douche et baignoire), wc séparés, grand salon/salle à manger, cuisine indépendante entièrement équipée (lave vaisselle, machine lavante séchante, combi four/micro-ondes, etc). 1 cave.
Libre le 5 février 2020
Loyer charges comprises dont chauffage inclus.
Loyer : 2390 € charges comprises"
162,meublee studio ,26m,840,Paris 11E,/  12 septembre 2019,"Studio meublé 26 m² (séjour avec baie vitrée à volets électriques + salle de bains avec baignoire et cuisine équipée séparée), au 1er étage dans passage calme.
Proximité commerces et métros (Belleville/Goncourt/République).

Disponible le 1er octobre 2019 pour location longue durée.
Loyer : 840 €/mois + charges 150 €."
163,meublee studio ,21m,1.030,Paris 16E,/  12 septembre 2019,"Rue Greuze. Immeuble Haussmannien, de grand standing. Appartement Refait à neuf, Meublé au rez de chaussée. Calme.

A 2 pas de l'école Janson de Sailly et de la place Trocadéro.

Kitchenette équipée, lave linge. Salle de bains et wc séparés.  Lit en Mezzanine. Parquet à l'ancienne.

Vu sur Jardin. Gardien. Une Cave complète le bien.

Agence s'abstenir SVP.

Une présentation par mail de votre situation personnelle est préconisée avant toute visite. Un dossier complet vous sera impératif lors de cette visite.

Loyer : 1030 € charges comprises"
164,meublee studio ,28m,1.350,Paris 2E,/  12 septembre 2019,"Quartier Les Halles.
Charmant studio meublé, calme et lumineux, refait à neuf en 2016.
Parquet ancien au sol.  5ème sans ascenseur.

Idéal pour un couple, il est aménagé comme un loft.  Il n'y a pas de cloison, sauf pour les wc.
Composé d'une pièce à vivre avec kitchenette, d'un coin douche et toilette et d'un coin couchage. Un placard. Les meubles sont neufs et design. Lit taille 160 avec un coffre de rangement. La kitchenette est équipée de deux plaques vitrocéramiques, un frigo+congélateur, un four multi fonction, un lave-vaisselle et un lave-linge/séchant.  Chauffage individuel électrique + sèche-serviette. Télévision écran plat, aspirateur, fer à repasser, vaisselle.  Linge de maison à disposition si location avec un bail mobilité.

Loyer : 1.150 €/mois  Charges de 50 € à 200 €.
charges  en bail meublé : 50 € forfaitaires comprenant les charges locatives + eau .
charges en bail mobilité : 200 € comprenant les charges locatives + eau + électricité + internet + linge de maison.

Disponible à partir du 19 septembre."
165,meublee studio ,24m,1.110,Paris 6E,/  12 septembre 2019,"Quartier Notre Dame des Champs.
Studio 24 m² au  1er étage d'un immeuble ravalé en 2018.
Appartement très bien tenu, agréable, calme, bien agencé et avec rangements. Deux fenêtres dans la pièce de vie donnant sur cour ouverte et arborée. Placards, TV, lit 140.
Cuisine séparée, grande fenêtre, four, four micro-ondes, lave-linge séchant, grand réfrigérateur congélateur.
Salle de bains avec fenêtre et toilettes.
Chauffage électrique, double vitrage, Ballon eau chaude, vmc, porte blindée.
Très bien desservi : ligne  RER B; métro ligne 12 Notre Dame des Champs; ligne 4 Vavin, bus 82, 58, 91, 68, 83, 38, 84, 89.
Loyer : 1.040 €/mois + 70 € charges locatives. Electricité non comprise. Libre de suite.
Sérieuses garanties demandées, caution parentale. Pas de colocation."
166,meublee appartement ,35m,1.090,Paris 9E,/  12 septembre 2019,"Appartement de 2 pièces principales, ensoleillé, exposé plein sud et donnant sur une allée privative et calme.
Séjour avec canapé-lit, télévision, table avec 4 chaises, cuisine américaine équipée, chambre avec grand lit double, placard moderne et télévision également. Salle d'eau avec wc et lavabo.
Pouvez-vous, s'il vous plaît, indiquer votre situation et pour combien de temps vous souhaitez louer.
Libre le 01/10/2019.

Loyer : 1.040 €/mois + charges 50 €"
167,meublee appartement ,70m,2.770,Paris 12E,/  12 septembre 2019,"A 50 m du métro Daumesnil (ligne 6 et  8) à 5 min en métro de la place de la bastille, au 3ème étage avec ascenseur, appartement 3CH et 3 SDB-WC, climatisé, rénové , meublé et équipé. Veuillez svp nous contacter par téléphone uniquement.

L'appartement est composé de : - 3 salles de bains, salles d'eau, avec 3 wc.
- 3 chambres (composé : 1 suite parental avec lit double, 1 grande chambre avec lit double, 1 pièce de nuit avec lit double).
- 1 grande penderie-dressing.
- 1 grand salon-séjour.
- 1 cuisine ouverte aménagée et équipée.
- 1 cave.
Ordinateur, 1 imprimante, 1 bloc climatisation, 1 console playstation 4 et 1 vidéo projecteur 3D...

Les Familles, et les Colocations sont les bienvenus.
L'appartement est disponible dès maintenant.

Prix total:  2.770 loyer +200 charges = 2.970 € / mois.

Veuillez svp nous contacter  par téléphone uniquement."
168,appartement ,44m,1.240,Paris ,/  12 septembre 2019,"A proximité immédiate de la place de Tocqueville, des stations de métro Villiers etMalesherbes ainsi que de  la ligne L (La Défense-St Lazare).
Situé au 1er étage d'un petit immeuble rénové de 3 étages, 2 pièces de 44 m² avec belle hauteur sous plafond, parquet, double vitrage et radiateurs thermostatiques.
L'appartement se compose d'un grand séjour, avec 2 grandes fenêtres allant du sol au plafond, d'une chambre, d'une cuisine équipée (plaques de cuisson, réfrigérateur et placards), d'une salle de bains/wc avec baignoire.
Il se situe à 2 mn à pied du marché de la rue de Lévis, entre les parcs Monceau, Martin Luther-King et square des Batignolles.
Loyer 1.240 €/mois + 150 € de charges mensuelles (incluant chauffage, eau chaude et froide).
Libre immédiatement."
169,meublee appartement ,35m,1.580,Paris 6E,/  12 septembre 2019,"Appartement meublé très lumineux (5 fenêtres double exposition), de 2 pièces (35 m²), au 4ème étage sans ascenseur. Immeuble classé. Appartement entièrement refait y inclus double vitrage neuf et parquet.
Porte d'entrée 3 points, salon avec canapé 3 places, TV full HD 55 pouces, meuble TV et table basse.
Chambre séparée avec lit double (160 cm x 190 cm), matelas et sommier neufs, penderie intégrée au mur avec grand miroir.
Salle de bains avec douche à l'italienne, lavabo et sèche serviette.
Cuisine neuve et équipée (four électrique et plaque au gaz), évier, placards, rangements.
Toilettes séparées avec chaudière individuelle au gaz et lave-linge séchant Siemens.

Fibre Numéricable pré-installée.
Loyer : 1.580 €/mois charges comprises.
Merci d'envoyer un email."
170,appartement ,52m,2.400,Paris 6E,/  12 septembre 2019,"Rue des Beaux-Arts, au coeur du quartier Saint-Germain-des-Près.

Dans un immeuble ancien avec ascenseur, très beau et lumineux deux pièces de 52 m² situé au 2ème étage avec une hauteur sous plafond de 3,10 m.

Ce bien se compose d'un séjour, d'une cuisine équipée, d'une chambre avec de nombreux espaces de rangement, et d'une salle de bains avec baignoire et douche.

Très belles prestations ; il dispose d'une belle luminosité (vue sur jardins) et d'un grand calme. Chauffage individuel électrique. Une cave avec porte blindée vient compléter ce bien. Bail code civil (résidence secondaire).
Loyer charges comprises

Loyer : 2400 € charges comprises"
171,meublee appartement ,40m,1.500,Paris 18E,/  12 septembre 2019,"Montmartre. Rue Francoeur.
2 pièces 40 m², rénovation par architecte, parquet dans toutes les pièces.

Au 9ème et dernier étage avec ascenseur, vue dégagée sur les toits de Paris, soleil.

Entrée, cuisine équipée, grand séjour avec grand balcon, grande chambre, wc séparés, salle de bains, grands placards.
Loyer : 1.350 €/mois + 150 € charges."
172,meublee appartement ,51m,1.840,Paris ,/  12 septembre 2019,"Résidence de standing avec accès sécurisé située dans la quartier de la plaine monceau dans l' avenue de Wagram 75017 Paris.
Beaucoup de charme pour cet appartement meublé, 2 pièces de 51 m² lumineux sur rue au 1er étage avec ascenseur Cuisine séparée entièrement équipée, salle d'eau et toilette.
L'appartement est proche de toutes commodités, restaurant, métro, RER.
Loyer 1640 €/mois + 200 provision pour charges. Les charges comprennent le chauffage et la production d'eau chaude et la wifi ,l'entretien des parties communes"
